主分类代码,分类名称,料号,品名,规格,单位名称,菲林编号,开料尺寸,印刷工艺,分色信息,落料直径,材料厚度,材料宽度,材料高度,边角料重量,库存单位重量,库存单位体积,重量单位,体积单位,存货分类,单位编码,是否生效,生效日期,失效日期
502成品罐,502成品罐,C05-700-047,Aptamil Goat S3 400G （爱他美卓徉）,502×116,罐,A700047F,398.8×120,白墨,四色+专色,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-038,Nutrilon Goat S1 800G （诺优羊 ）,502×176,罐,A700038F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-039,Nutrilon Goat S2 800G （诺优羊 ）,502×176,罐,A700039F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-036,Nutrilon Goat S3 800G （诺优羊 ）,502×176,罐,A700036F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-040,Aptamil Goat S1 800G （爱他美卓徉）,502×176,罐,A700040F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-041,Aptamil Goat S2 800G （爱他美卓徉）,502×176,罐,A700041F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-059,悠熠3段直罐（400g）,502×116,罐,A700059F,398.8×120,白墨,四色+三专,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-060,悠熠1段直罐（800g）,502×176,罐,A700060F,398.8×180,白墨,四色+三专,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-061,悠熠2段直罐（800g）,502×176,罐,A700061F,398.8×180,白墨,四色+三专,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-057,悠熠3段直罐（800g）,502×176,罐,A700057F,398.8×180,白墨,四色+三专,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-062,悠熠1段直罐（400g）,502×116,罐,A700062F,398.8×120,白墨,四色+三专,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-063,悠熠2段直罐（400g）,502×116,罐,A700063F,398.8×120,白墨,四色+三专,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
